State FIPS Code,County FIPS Code,County,Year,Labor Force Size,Employed,Unemployed,Unemployment Rate
4,3,Cochise,2002,52619,49480,3139,6.0
4,5,Coconino,2002,65848,62206,3642,5.5
4,7,Gila,2002,21042,19449,1593,7.6
4,9,Graham,2002,12123,11183,940,7.8
4,11,Greenlee,2002,3628,3352,276,7.6
4,12,La Paz,2002,7278,6773,505,6.9
4,13,Maricopa,2002,1717779,1620415,97364,5.7
4,15,Mohave,2002,77678,73245,4433,5.7
4,17,Navajo,2002,36955,33771,3184,8.6
4,19,Pima,2002,424352,399866,24486,5.8
4,21,Pinal,2002,75952,70310,5642,7.4
4,23,Santa Cruz,2002,15349,13780,1569,10.2
4,25,Yavapai,2002,83136,78598,4538,5.5
4,27,Yuma,2002,69319,57451,11868,17.1
5,1,Arkansas,2002,10540,9903,637,6.0
5,3,Ashley,2002,10246,9463,783,7.6
5,5,Baxter,2002,16233,15218,1015,6.3
5,7,Benton,2002,85282,82607,2675,3.1
5,9,Boone,2002,16206,15315,891,5.5
5,11,Bradley,2002,5462,5063,399,7.3
5,13,Calhoun,2002,2585,2423,162,6.3
5,15,Carroll,2002,13398,12822,576,4.3
5,17,Chicot,2002,5325,4811,514,9.7
5,19,Clark,2002,11297,10631,666,5.9
5,21,Clay,2002,7779,7210,569,7.3
5,23,Cleburne,2002,10980,10457,523,4.8
5,25,Cleveland,2002,3925,3696,229,5.8
5,27,Columbia,2002,11081,10432,649,5.9
5,29,Conway,2002,9702,9158,544,5.6
5,31,Craighead,2002,42762,40565,2197,5.1
5,33,Crawford,2002,25320,24142,1178,4.7
5,35,Crittenden,2002,21531,20274,1257,5.8
5,37,Cross,2002,8639,8117,522,6.0
5,39,Dallas,2002,3837,3532,305,7.9
5,41,Desha,2002,6316,5770,546,8.6
5,43,Drew,2002,8525,7861,664,7.8
5,45,Faulkner,2002,46898,44565,2333,5.0
5,47,Franklin,2002,8113,7729,384,4.7
5,49,Fulton,2002,4871,4540,331,6.8
5,51,Garland,2002,38595,36390,2205,5.7
5,53,Grant,2002,8120,7699,421,5.2
5,55,Greene,2002,17194,16060,1134,6.6
5,57,Hempstead,2002,11244,10734,510,4.5
5,59,Hot Spring,2002,14188,13294,894,6.3
5,61,Howard,2002,6590,6238,352,5.3
5,63,Independence,2002,16982,16034,948,5.6
5,65,Izard,2002,5211,4840,371,7.1
5,67,Jackson,2002,7791,7197,594,7.6
5,69,Jefferson,2002,35784,33076,2708,7.6
5,71,Johnson,2002,10530,10016,514,4.9
5,73,Lafayette,2002,3472,3299,173,5.0
5,75,Lawrence,2002,7902,7360,542,6.9
5,77,Lee,2002,3742,3406,336,9.0
5,79,Lincoln,2002,5054,4681,373,7.4
5,81,Little River,2002,6539,6258,281,4.3
5,83,Logan,2002,9889,9350,539,5.5
5,85,Lonoke,2002,27115,25952,1163,4.3
5,87,Madison,2002,7210,6960,250,3.5
5,89,Marion,2002,6515,6111,404,6.2
5,91,Miller,2002,18389,17531,858,4.7
5,93,Mississippi,2002,21648,19149,2499,11.5
5,95,Monroe,2002,4035,3748,287,7.1
5,97,Montgomery,2002,4162,3937,225,5.4
5,99,Nevada,2002,4602,4378,224,4.9
5,101,Newton,2002,3623,3424,199,5.5
5,103,Ouachita,2002,12313,11481,832,6.8
5,105,Perry,2002,4825,4541,284,5.9
5,107,Phillips,2002,9378,8608,770,8.2
5,109,Pike,2002,5205,4923,282,5.4
5,111,Poinsett,2002,11340,10517,823,7.3
5,113,Polk,2002,8858,8097,761,8.6
5,115,Pope,2002,26795,25432,1363,5.1
5,117,Prairie,2002,4495,4269,226,5.0
5,119,Pulaski,2002,182993,174184,8809,4.8
5,121,Randolph,2002,8318,7710,608,7.3
5,123,St. Francis,2002,10889,10030,859,7.9
5,125,Saline,2002,43270,41436,1834,4.2
5,127,Scott,2002,4890,4678,212,4.3
5,129,Searcy,2002,3345,3186,159,4.8
5,131,Sebastian,2002,56654,54197,2457,4.3
5,133,Sevier,2002,7401,7086,315,4.3
5,135,Sharp,2002,6445,5969,476,7.4
5,137,Stone,2002,4521,4231,290,6.4
5,139,Union,2002,21433,20249,1184,5.5
5,141,Van Buren,2002,6917,6473,444,6.4
5,143,Washington,2002,89141,86227,2914,3.3
5,145,White,2002,30711,28914,1797,5.9
5,147,Woodruff,2002,4007,3732,275,6.9
5,149,Yell,2002,9848,9412,436,4.4
6,1,Alameda,2002,771356,719228,52128,6.8
6,3,Alpine,2002,563,520,43,7.6
6,5,Amador,2002,16509,15549,960,5.8
6,7,Butte,2002,97098,89857,7241,7.5
6,9,Calaveras,2002,19678,18388,1290,6.6
6,11,Colusa,2002,9405,8094,1311,13.9
6,13,Contra Costa,2002,510793,481390,29403,5.8
6,15,Del Norte,2002,10219,9320,899,8.8
6,17,El Dorado,2002,86134,81591,4543,5.3
6,19,Fresno,2002,401401,354760,46641,11.6
6,21,Glenn,2002,11220,10132,1088,9.7
6,23,Humboldt,2002,60741,56627,4114,6.8
6,25,Imperial,2002,57290,48650,8640,15.1
6,27,Inyo,2002,9202,8700,502,5.5
6,29,Kern,2002,305462,275307,30155,9.9
6,31,Kings,2002,51735,45630,6105,11.8
6,33,Lake,2002,25697,23542,2155,8.4
6,35,Lassen,2002,12194,11245,949,7.8
6,37,Los Angeles,2002,4742509,4418100,324409,6.8
6,39,Madera,2002,55565,49621,5944,10.7
6,41,Marin,2002,134484,127874,6610,4.9
6,43,Mariposa,2002,8715,8149,566,6.5
6,45,Mendocino,2002,45725,42655,3070,6.7
6,47,Merced,2002,95761,85165,10596,11.1
6,49,Modoc,2002,4095,3771,324,7.9
6,51,Mono,2002,7873,7467,406,5.2
6,53,Monterey,2002,207809,189086,18723,9.0
6,55,Napa,2002,71104,67844,3260,4.6
6,57,Nevada,2002,48335,45756,2579,5.3
6,59,Orange,2002,1524180,1447724,76456,5.0
6,61,Placer,2002,146155,138881,7274,5.0
6,63,Plumas,2002,10205,9341,864,8.5
6,65,Riverside,2002,746220,697630,48590,6.5
6,67,Sacramento,2002,641929,605352,36577,5.7
6,69,San Benito,2002,26276,23924,2352,9.0
6,71,San Bernardino,2002,786610,738711,47899,6.1
6,73,San Diego,2002,1442325,1367542,74783,5.2
6,75,San Francisco/city,2002,448084,416744,31340,7.0
6,77,San Joaquin,2002,274194,249716,24478,8.9
6,79,San Luis Obispo,2002,128300,122275,6025,4.7
6,81,San Mateo,2002,377649,356068,21581,5.7
6,83,Santa Barbara,2002,205069,194375,10694,5.2
6,85,Santa Clara,2002,886770,812008,74762,8.4
6,87,Santa Cruz,2002,147449,136471,10978,7.4
6,89,Shasta,2002,81258,75398,5860,7.2
6,91,Sierra,2002,1642,1498,144,8.8
6,93,Siskiyou,2002,18995,17283,1712,9.0
6,95,Solano,2002,202127,190313,11814,5.8
6,97,Sonoma,2002,256601,243465,13136,5.1
6,99,Stanislaus,2002,219146,197793,21353,9.7
6,101,Sutter,2002,39059,34720,4339,11.1
6,103,Tehama,2002,25491,23642,1849,7.3
6,105,Trinity,2002,5391,4842,549,10.2
6,107,Tulare,2002,180596,158842,21754,12.0
6,109,Tuolumne,2002,24749,23093,1656,6.7
6,111,Ventura,2002,405955,382329,23626,5.8
6,113,Yolo,2002,90437,84951,5486,6.1
6,115,Yuba,2002,24999,22523,2476,9.9
8,1,Adams,2002,193647,181517,12130,6.3
8,3,Alamosa,2002,8230,7817,413,5.0
8,5,Arapahoe,2002,285915,269359,16556,5.8
8,7,Archuleta,2002,5677,5366,311,5.5
8,9,Baca,2002,2544,2458,86,3.4
8,11,Bent,2002,2531,2363,168,6.6
8,13,Boulder,2002,164023,154551,9472,5.8
8,14,Broomfield/city,2002,22655,21345,1310,5.8
8,15,Chaffee,2002,7845,7440,405,5.2
8,17,Cheyenne,2002,1347,1305,42,3.1
8,19,Clear Creek,2002,5998,5687,311,5.2
8,21,Conejos,2002,3792,3523,269,7.1
8,23,Costilla,2002,1357,1227,130,9.6
8,25,Crowley,2002,1643,1523,120,7.3
8,27,Custer,2002,2012,1925,87,4.3
8,29,Delta,2002,14298,13556,742,5.2
8,31,Denver/city,2002,300814,280534,20280,6.7
8,33,Dolores,2002,993,913,80,8.1
8,35,Douglas,2002,120985,114512,6473,5.4
8,37,Eagle,2002,26749,25584,1165,4.4
8,39,Elbert,2002,12359,11719,640,5.2
8,41,El Paso,2002,275623,258665,16958,6.2
8,43,Fremont,2002,18757,17495,1262,6.7
8,45,Garfield,2002,26841,25615,1226,4.6
8,47,Gilpin,2002,3251,3086,165,5.1
8,49,Grand,2002,8448,8133,315,3.7
8,51,Gunnison,2002,8566,8203,363,4.2
8,53,Hinsdale,2002,626,603,23,3.7
8,55,Huerfano,2002,3536,3278,258,7.3
8,57,Jackson,2002,1096,1045,51,4.7
8,59,Jefferson,2002,304019,287512,16507,5.4
8,61,Kiowa,2002,961,922,39,4.1
8,63,Kit Carson,2002,4534,4388,146,3.2
8,65,Lake,2002,4021,3781,240,6.0
8,67,La Plata,2002,26407,25341,1066,4.0
8,69,Larimer,2002,154761,147485,7276,4.7
8,71,Las Animas,2002,7842,7442,400,5.1
8,73,Lincoln,2002,3072,2952,120,3.9
8,75,Logan,2002,11227,10804,423,3.8
8,77,Mesa,2002,63939,60768,3171,5.0
8,79,Mineral,2002,434,414,20,4.6
8,81,Moffat,2002,7683,7304,379,4.9
8,83,Montezuma,2002,12465,11772,693,5.6
8,85,Montrose,2002,17879,16896,983,5.5
8,87,Morgan,2002,14070,13482,588,4.2
8,89,Otero,2002,9573,9000,573,6.0
8,91,Ouray,2002,2449,2349,100,4.1
8,93,Park,2002,9081,8602,479,5.3
8,95,Phillips,2002,2522,2441,81,3.2
8,97,Pitkin,2002,10411,9929,482,4.6
8,99,Prowers,2002,7590,7287,303,4.0
8,101,Pueblo,2002,66281,61558,4723,7.1
8,103,Rio Blanco,2002,3698,3583,115,3.1
8,105,Rio Grande,2002,6540,6150,390,6.0
8,107,Routt,2002,14021,13493,528,3.8
8,109,Saguache,2002,3207,2986,221,6.9
8,111,San Juan,2002,571,529,42,7.4
8,113,San Miguel,2002,5055,4799,256,5.1
8,115,Sedgwick,2002,1642,1584,58,3.5
8,117,Summit,2002,16605,15917,688,4.1
8,119,Teller,2002,12307,11575,732,5.9
8,121,Washington,2002,2942,2841,101,3.4
8,123,Weld,2002,102532,97163,5369,5.2
8,125,Yuma,2002,6408,6247,161,2.5
9,1,Fairfield,2002,450349,431586,18763,4.2
9,3,Hartford,2002,434677,413789,20888,4.8
9,5,Litchfield,2002,100990,96759,4231,4.2
9,7,Middlesex,2002,87698,84403,3295,3.8
9,9,New Haven,2002,424277,404183,20094,4.7
9,11,New London,2002,140448,134925,5523,3.9
9,13,Tolland,2002,78213,75496,2717,3.5
9,15,Windham,2002,59413,56647,2766,4.7
10,1,Kent,2002,65730,62977,2753,4.2
10,3,New Castle,2002,268702,256933,11769,4.4
10,5,Sussex,2002,82775,79507,3268,3.9
11,1,District of Colu,2002,308760,287196,21564,7.0
12,1,Alachua,2002,117889,113695,4194,3.6
12,3,Baker,2002,10426,9985,441,4.2
12,5,Bay,2002,73772,69972,3800,5.2
12,7,Bradford,2002,10928,10498,430,3.9
12,9,Brevard,2002,236938,224703,12235,5.2
12,11,Broward,2002,894419,847008,47411,5.3
12,13,Calhoun,2002,5349,5099,250,4.7
12,15,Charlotte,2002,59365,56333,3032,5.1
12,17,Citrus,2002,46008,43237,2771,6.0
12,19,Clay,2002,76430,73019,3411,4.5
12,21,Collier,2002,129023,123062,5961,4.6
12,23,Columbia,2002,25930,24673,1257,4.8
12,27,DeSoto,2002,13426,12677,749,5.6
12,29,Dixie,2002,5959,5681,278,4.7
12,31,Duval,2002,407214,386757,20457,5.0
12,33,Escambia,2002,129306,123081,6225,4.8
12,35,Flagler,2002,23476,22218,1258,5.4
12,37,Franklin,2002,4879,4662,217,4.4
12,39,Gadsden,2002,19912,18914,998,5.0
12,41,Gilchrist,2002,6702,6407,295,4.4
12,43,Glades,2002,4544,4302,242,5.3
12,45,Gulf,2002,5479,5208,271,4.9
12,47,Hamilton,2002,4342,4102,240,5.5
12,49,Hardee,2002,10926,10212,714,6.5
12,51,Hendry,2002,17180,15872,1308,7.6
12,53,Hernando,2002,51236,48074,3162,6.2
12,55,Highlands,2002,36078,34079,1999,5.5
12,57,Hillsborough,2002,543277,516758,26519,4.9
12,59,Holmes,2002,7625,7230,395,5.2
12,61,Indian River,2002,53626,50094,3532,6.6
12,63,Jackson,2002,20013,19169,844,4.2
12,65,Jefferson,2002,6387,6124,263,4.1
12,67,Lafayette,2002,2751,2631,120,4.4
12,69,Lake,2002,98978,93835,5143,5.2
12,71,Lee,2002,227734,217744,9990,4.4
12,73,Leon,2002,132872,127660,5212,3.9
12,75,Levy,2002,14747,13975,772,5.2
12,77,Liberty,2002,2921,2803,118,4.0
12,79,Madison,2002,7192,6854,338,4.7
12,81,Manatee,2002,132338,126298,6040,4.6
12,83,Marion,2002,111117,105192,5925,5.3
12,85,Martin,2002,59381,56288,3093,5.2
12,86,Miami-Dade,2002,1053110,1008222,44888,4.3
12,87,Monroe,2002,46611,44971,1640,3.5
12,89,Nassau,2002,30470,29132,1338,4.4
12,91,Okaloosa,2002,85470,82163,3307,3.9
12,93,Okeechobee,2002,16054,15056,998,6.2
12,95,Orange,2002,505055,479157,25898,5.1
12,97,Osceola,2002,96361,91250,5111,5.3
12,99,Palm Beach,2002,578208,545924,32284,5.6
12,101,Pasco,2002,158310,149757,8553,5.4
12,103,Pinellas,2002,463893,440302,23591,5.1
12,105,Polk,2002,236806,224401,12405,5.2
12,107,Putnam,2002,29556,27800,1756,5.9
12,109,St. Johns,2002,70114,67306,2808,4.0
12,111,St. Lucie,2002,94097,87935,6162,6.5
12,113,Santa Rosa,2002,57103,54422,2681,4.7
12,115,Sarasota,2002,157272,150353,6919,4.4
12,117,Seminole,2002,212864,202234,10630,5.0
12,119,Sumter,2002,18543,17562,981,5.3
12,121,Suwannee,2002,15968,15238,730,4.6
12,123,Taylor,2002,8499,7989,510,6.0
12,125,Union,2002,4810,4645,165,3.4
12,127,Volusia,2002,219763,208748,11015,5.0
12,129,Wakulla,2002,12677,12188,489,3.9
12,131,Walton,2002,21488,20618,870,4.0
12,133,Washington,2002,8861,8369,492,5.6
13,1,Appling,2002,8234,7563,671,8.1
13,3,Atkinson,2002,3424,3212,212,6.2
13,5,Bacon,2002,4202,3924,278,6.6
13,7,Baker,2002,1693,1604,89,5.3
13,9,Baldwin,2002,19645,18628,1017,5.2
13,11,Banks,2002,8129,7765,364,4.5
13,13,Barrow,2002,26881,25498,1383,5.1
13,15,Bartow,2002,42459,39968,2491,5.9
13,17,Ben Hill,2002,7918,7442,476,6.0
13,19,Berrien,2002,8126,7769,357,4.4
13,21,Bibb,2002,70684,66904,3780,5.3
13,23,Bleckley,2002,5172,4863,309,6.0
13,25,Brantley,2002,7043,6638,405,5.8
13,27,Brooks,2002,7867,7481,386,4.9
13,29,Bryan,2002,12575,12090,485,3.9
13,31,Bulloch,2002,28249,26950,1299,4.6
13,33,Burke,2002,9607,8914,693,7.2
13,35,Butts,2002,9506,8948,558,5.9
13,37,Calhoun,2002,2365,2190,175,7.4
13,39,Camden,2002,18422,17549,873,4.7
13,43,Candler,2002,4050,3851,199,4.9
13,45,Carroll,2002,46893,44257,2636,5.6
13,47,Catoosa,2002,31577,30439,1138,3.6
13,49,Charlton,2002,4105,3890,215,5.2
13,51,Chatham,2002,115213,109960,5253,4.6
13,53,Chattahoochee,2002,2679,2433,246,9.2
13,55,Chattooga,2002,11283,10782,501,4.4
13,57,Cherokee,2002,88906,85044,3862,4.3
13,59,Clarke,2002,55778,53420,2358,4.2
13,61,Clay,2002,1462,1389,73,5.0
13,63,Clayton,2002,131352,123158,8194,6.2
13,65,Clinch,2002,2393,2248,145,6.1
13,67,Cobb,2002,365192,347245,17947,4.9
13,69,Coffee,2002,17111,16128,983,5.7
13,71,Colquitt,2002,18387,17383,1004,5.5
13,73,Columbia,2002,50342,48403,1939,3.9
13,75,Cook,2002,7145,6787,358,5.0
13,77,Coweta,2002,50998,48582,2416,4.7
13,79,Crawford,2002,5945,5641,304,5.1
13,81,Crisp,2002,9538,8936,602,6.3
13,83,Dade,2002,8130,7733,397,4.9
13,85,Dawson,2002,9489,9036,453,4.8
13,87,Decatur,2002,11909,11149,760,6.4
13,89,DeKalb,2002,375467,352783,22684,6.0
13,91,Dodge,2002,8601,8082,519,6.0
13,93,Dooly,2002,4714,4427,287,6.1
13,95,Dougherty,2002,40740,38109,2631,6.5
13,97,Douglas,2002,52999,50368,2631,5.0
13,99,Early,2002,5560,5241,319,5.7
13,101,Echols,2002,1985,1913,72,3.6
13,103,Effingham,2002,21038,20183,855,4.1
13,105,Elbert,2002,10189,9559,630,6.2
13,107,Emanuel,2002,9934,9354,580,5.8
13,109,Evans,2002,4722,4492,230,4.9
13,111,Fannin,2002,9589,9044,545,5.7
13,113,Fayette,2002,50118,48194,1924,3.8
13,115,Floyd,2002,46869,44385,2484,5.3
13,117,Forsyth,2002,64513,61724,2789,4.3
13,119,Franklin,2002,10176,9591,585,5.7
13,121,Fulton,2002,444330,417818,26512,6.0
13,123,Gilmer,2002,12188,11628,560,4.6
13,125,Glascock,2002,1187,1119,68,5.7
13,127,Glynn,2002,35459,33940,1519,4.3
13,129,Gordon,2002,24337,23030,1307,5.4
13,131,Grady,2002,11080,10576,504,4.5
13,133,Greene,2002,6333,5721,612,9.7
13,135,Gwinnett,2002,366337,348270,18067,4.9
13,137,Habersham,2002,18798,17943,855,4.5
13,139,Hall,2002,75862,72433,3429,4.5
13,141,Hancock,2002,3397,3092,305,9.0
13,143,Haralson,2002,12455,11828,627,5.0
13,145,Harris,2002,13497,12969,528,3.9
13,147,Hart,2002,10935,10249,686,6.3
13,149,Heard,2002,5034,4739,295,5.9
13,151,Henry,2002,75276,71927,3349,4.4
13,153,Houston,2002,57021,54702,2319,4.1
13,155,Irwin,2002,4497,4227,270,6.0
13,157,Jackson,2002,22071,20860,1211,5.5
13,159,Jasper,2002,5951,5652,299,5.0
13,161,Jeff Davis,2002,5757,5251,506,8.8
13,163,Jefferson,2002,6776,6134,642,9.5
13,165,Jenkins,2002,3410,3166,244,7.2
13,167,Johnson,2002,3668,3415,253,6.9
13,169,Jones,2002,12289,11745,544,4.4
13,171,Lamar,2002,7943,7418,525,6.6
13,173,Lanier,2002,3439,3283,156,4.5
13,175,Laurens,2002,21437,20231,1206,5.6
13,177,Lee,2002,14290,13738,552,3.9
13,179,Liberty,2002,20456,19194,1262,6.2
13,181,Lincoln,2002,3457,3187,270,7.8
13,183,Long,2002,4720,4513,207,4.4
13,185,Lowndes,2002,46101,44223,1878,4.1
13,187,Lumpkin,2002,11203,10704,499,4.5
13,189,McDuffie,2002,10259,9501,758,7.4
13,191,McIntosh,2002,4896,4635,261,5.3
13,193,Macon,2002,5179,4757,422,8.1
13,195,Madison,2002,14634,13984,650,4.4
13,197,Marion,2002,3294,3128,166,5.0
13,199,Meriwether,2002,9970,9332,638,6.4
13,201,Miller,2002,3376,3216,160,4.7
13,205,Mitchell,2002,9751,9154,597,6.1
13,207,Monroe,2002,11791,11218,573,4.9
13,209,Montgomery,2002,3795,3519,276,7.3
13,211,Morgan,2002,8594,8209,385,4.5
13,213,Murray,2002,20357,19405,952,4.7
13,215,Muscogee,2002,82729,77895,4834,5.8
13,217,Newton,2002,35790,33886,1904,5.3
13,219,Oconee,2002,15154,14658,496,3.3
13,221,Oglethorpe,2002,7049,6734,315,4.5
13,223,Paulding,2002,50298,48122,2176,4.3
13,225,Peach,2002,10930,10326,604,5.5
13,227,Pickens,2002,13233,12648,585,4.4
13,229,Pierce,2002,7571,7190,381,5.0
13,231,Pike,2002,7157,6765,392,5.5
13,233,Polk,2002,19067,17985,1082,5.7
13,235,Pulaski,2002,4152,3901,251,6.0
13,237,Putnam,2002,9264,8818,446,4.8
13,239,Quitman,2002,997,931,66,6.6
13,241,Rabun,2002,7068,6755,313,4.4
13,243,Randolph,2002,2968,2688,280,9.4
13,245,Richmond,2002,88104,82922,5182,5.9
13,247,Rockdale,2002,37089,35185,1904,5.1
13,249,Schley,2002,1681,1596,85,5.1
13,251,Screven,2002,6438,6059,379,5.9
13,253,Seminole,2002,3956,3715,241,6.1
13,255,Spalding,2002,27962,26116,1846,6.6
13,257,Stephens,2002,13781,13031,750,5.4
13,259,Stewart,2002,1973,1844,129,6.5
13,261,Sumter,2002,14732,13771,961,6.5
13,263,Talbot,2002,2901,2727,174,6.0
13,265,Taliaferro,2002,791,696,95,12.0
13,267,Tattnall,2002,8497,8013,484,5.7
13,269,Taylor,2002,3318,3109,209,6.3
13,271,Telfair,2002,4030,3592,438,10.9
13,273,Terrell,2002,4575,4220,355,7.8
13,275,Thomas,2002,21007,20001,1006,4.8
13,277,Tift,2002,18799,17905,894,4.8
13,279,Toombs,2002,11617,10718,899,7.7
13,281,Towns,2002,4746,4549,197,4.2
13,283,Treutlen,2002,2614,2405,209,8.0
13,285,Troup,2002,29430,27704,1726,5.9
13,287,Turner,2002,4733,4400,333,7.0
13,289,Twiggs,2002,4625,4318,307,6.6
13,291,Union,2002,9013,8588,425,4.7
13,293,Upson,2002,11751,10627,1124,9.6
13,295,Walker,2002,31263,29795,1468,4.7
13,297,Walton,2002,34166,32587,1579,4.6
13,299,Ware,2002,14799,13949,850,5.7
13,301,Warren,2002,2571,2282,289,11.2
13,303,Washington,2002,8305,7791,514,6.2
13,305,Wayne,2002,11132,10484,648,5.8
13,307,Webster,2002,1006,953,53,5.3
13,309,Wheeler,2002,2401,2233,168,7.0
13,311,White,2002,11115,10631,484,4.4
13,313,Whitfield,2002,44418,42335,2083,4.7
13,315,Wilcox,2002,3288,3077,211,6.4
13,317,Wilkes,2002,4916,4502,414,8.4
13,319,Wilkinson,2002,4416,4155,261,5.9
13,321,Worth,2002,10068,9521,547,5.4
15,1,Hawaii,2002,75539,72093,3446,4.6
15,3,Honolulu/city,2002,424778,408135,16643,3.9
15,7,Kauai,2002,30015,28705,1310,4.4
15,9,Maui,2002,71455,68683,2772,3.9
16,1,Ada,2002,175987,167561,8426,4.8
16,3,Adams,2002,1879,1650,229,12.2
16,5,Bannock,2002,38765,36445,2320,6.0
16,7,Bear Lake,2002,2890,2739,151,5.2
16,9,Benewah,2002,4035,3575,460,11.4
16,11,Bingham,2002,20313,19364,949,4.7
16,13,Blaine,2002,12933,12403,530,4.1
16,15,Boise,2002,3462,3288,174,5.0
16,17,Bonner,2002,18648,17122,1526,8.2
16,19,Bonneville,2002,43703,42032,1671,3.8
16,21,Boundary,2002,4065,3699,366,9.0
16,23,Butte,2002,1360,1294,66,4.9
16,25,Camas,2002,580,560,20,3.4
16,27,Canyon,2002,70903,66458,4445,6.3
16,29,Caribou,2002,3375,3147,228,6.8
16,31,Cassia,2002,10355,9798,557,5.4
16,33,Clark,2002,505,474,31,6.1
16,35,Clearwater,2002,3505,3024,481,13.7
16,37,Custer,2002,2566,2395,171,6.7
16,39,Elmore,2002,10978,10243,735,6.7
16,41,Franklin,2002,5732,5469,263,4.6
16,43,Fremont,2002,5889,5612,277,4.7
16,45,Gem,2002,7122,6589,533,7.5
16,47,Gooding,2002,7253,6964,289,4.0
16,49,Idaho,2002,7103,6480,623,8.8
16,51,Jefferson,2002,9478,9091,387,4.1
16,53,Jerome,2002,9617,9192,425,4.4
16,55,Kootenai,2002,60454,56050,4404,7.3
16,57,Latah,2002,16665,15882,783,4.7
16,59,Lemhi,2002,3826,3531,295,7.7
16,61,Lewis,2002,1756,1646,110,6.3
16,63,Lincoln,2002,2298,2175,123,5.4
16,65,Madison,2002,13807,13375,432,3.1
16,67,Minidoka,2002,9854,9218,636,6.5
16,69,Nez Perce,2002,19435,18389,1046,5.4
16,71,Oneida,2002,1951,1870,81,4.2
16,73,Owyhee,2002,4755,4537,218,4.6
16,75,Payette,2002,10089,9229,860,8.5
16,77,Power,2002,3570,3339,231,6.5
16,79,Shoshone,2002,5479,4795,684,12.5
16,81,Teton,2002,4029,3891,138,3.4
16,83,Twin Falls,2002,35542,33984,1558,4.4
16,85,Valley,2002,4022,3680,342,8.5
16,87,Washington,2002,5126,4765,361,7.0
17,1,Adams,2002,35806,34203,1603,4.5
17,3,Alexander,2002,3462,3149,313,9.0
17,5,Bond,2002,8237,7788,449,5.5
17,7,Boone,2002,22316,20672,1644,7.4
17,9,Brown,2002,3032,2926,106,3.5
17,11,Bureau,2002,18380,17318,1062,5.8
17,13,Calhoun,2002,2440,2288,152,6.2
17,15,Carroll,2002,8274,7708,566,6.8
17,17,Cass,2002,7193,6846,347,4.8
17,19,Champaign,2002,99314,95300,4014,4.0
17,21,Christian,2002,17161,16149,1012,5.9
17,23,Clark,2002,8555,7989,566,6.6
17,25,Clay,2002,6826,6387,439,6.4
17,27,Clinton,2002,18057,17209,848,4.7
17,29,Coles,2002,27154,25649,1505,5.5
17,31,Cook,2002,2626435,2424560,201875,7.7
17,33,Crawford,2002,9342,8752,590,6.3
17,35,Cumberland,2002,5677,5323,354,6.2
17,37,DeKalb,2002,50823,48183,2640,5.2
17,39,De Witt,2002,8379,7848,531,6.3
17,41,Douglas,2002,10609,10105,504,4.8
17,43,DuPage,2002,516172,486732,29440,5.7
17,45,Edgar,2002,9793,9225,568,5.8
17,47,Edwards,2002,3500,3330,170,4.9
17,49,Effingham,2002,17671,16739,932,5.3
17,51,Fayette,2002,9842,9174,668,6.8
17,53,Ford,2002,7223,6894,329,4.6
17,55,Franklin,2002,16995,15670,1325,7.8
17,57,Fulton,2002,17364,16209,1155,6.7
17,59,Gallatin,2002,2734,2539,195,7.1
17,61,Greene,2002,6989,6582,407,5.8
17,63,Grundy,2002,20804,19228,1576,7.6
17,65,Hamilton,2002,3992,3748,244,6.1
17,67,Hancock,2002,10520,9922,598,5.7
17,69,Hardin,2002,1931,1783,148,7.7
17,71,Henderson,2002,4091,3833,258,6.3
17,73,Henry,2002,26107,24699,1408,5.4
17,75,Iroquois,2002,15842,14927,915,5.8
17,77,Jackson,2002,30586,29131,1455,4.8
17,79,Jasper,2002,5226,4939,287,5.5
17,81,Jefferson,2002,19487,18375,1112,5.7
17,83,Jersey,2002,11055,10455,600,5.4
17,85,Jo Daviess,2002,12572,11974,598,4.8
17,87,Johnson,2002,5008,4724,284,5.7
17,89,Kane,2002,232510,218106,14404,6.2
17,91,Kankakee,2002,51733,48417,3316,6.4
17,93,Kendall,2002,34741,32772,1969,5.7
17,95,Knox,2002,26586,24755,1831,6.9
17,97,Lake,2002,339624,321822,17802,5.2
17,99,LaSalle,2002,55103,51276,3827,6.9
17,101,Lawrence,2002,8240,7806,434,5.3
17,103,Lee,2002,17330,16404,926,5.3
17,105,Livingston,2002,18947,17973,974,5.1
17,107,Logan,2002,14143,13364,779,5.5
17,109,McDonough,2002,16548,15761,787,4.8
17,111,McHenry,2002,154562,145618,8944,5.8
17,113,McLean,2002,86559,83418,3141,3.6
17,115,Macon,2002,52579,48580,3999,7.6
17,117,Macoupin,2002,23925,22575,1350,5.6
17,119,Madison,2002,131005,123904,7101,5.4
17,121,Marion,2002,18762,17187,1575,8.4
17,123,Marshall,2002,6817,6409,408,6.0
17,125,Mason,2002,7898,7350,548,6.9
17,127,Massac,2002,7177,6749,428,6.0
17,129,Menard,2002,6883,6590,293,4.3
17,131,Mercer,2002,8613,8045,568,6.6
17,133,Monroe,2002,15859,15217,642,4.0
17,135,Montgomery,2002,13468,12535,933,6.9
17,137,Morgan,2002,17933,17030,903,5.0
17,139,Moultrie,2002,7365,6980,385,5.2
17,141,Ogle,2002,25726,24183,1543,6.0
17,143,Peoria,2002,88936,83847,5089,5.7
17,145,Perry,2002,10329,9593,736,7.1
